campaign_id,product_type,nick_name,enc_user_id_hash,photo_url,when_created,backed_amount,is_owner,provider,sns_link,dont_show_amount,dont_show_name,active_user,has_membership,status
399800,PREORDER,익명의 서포터 7518,u_fb1200f940c9,https://demo-static.example.invalid/assets/icon/profile-icon-5.png,2026-04-12 01:35:57,78960,False,,,False,True,False,False,success
399800,PREORDER,익명의 서포터 7107,u_0305272b7560,https://demo-static.example.invalid/assets/icon/profile-icon-1.png,2026-04-02 10:43:53,102654,False,,,False,False,True,False,success
399800,PREORDER,익명의 서포터 2474,u_0bc21addd433,https://demo-static.example.invalid/assets/icon/profile-icon-4.png,2026-04-05 05:08:03,64429,False,,,False,False,True,False,success
399800,PREORDER,익명의 서포터 4911,u_3f447ba8aef2,https://demo-static.example.invalid/assets/icon/profile-icon-3.png,2026-04-09 15:00:56,87754,False,,,False,True,True,False,success
399800,PREORDER,익명의 서포터 5244,u_674527ccb7e7,https://demo-static.example.invalid/assets/icon/profile-icon-3.png,2026-04-01 02:53:41,35215,False,,,False,False,True,False,success
399800,PREORDER,익명의 서포터 1600,u_b391e0a39716,https://demo-static.example.invalid/assets/icon/profile-icon-2.png,2026-04-17 03:44:17,103233,False,,,False,False,True,False,success
399800,PREORDER,익명의 서포터 9461,u_4f5d2578ad85,https://demo-static.example.invalid/assets/icon/profile-icon-1.png,2026-04-03 20:10:10,74251,False,,,False,False,True,True,success
399800,PREORDER,익명의 서포터 8094,u_89b4402f4ebc,https://demo-static.example.invalid/assets/icon/profile-icon-3.png,2026-04-08 12:34:03,56290,False,,,False,False,False,False,success
399800,PREORDER,익명의 서포터 6013,u_4cf79d6bde89,https://demo-static.example.invalid/assets/icon/profile-icon-5.png,2026-04-16 02:08:16,40376,False,,,False,False,True,False,success
399800,PREORDER,익명의 서포터 298,u_71dcdae425b7,https://demo-static.example.invalid/assets/icon/profile-icon-3.png,2026-04-06 06:28:43,47576,False,,,False,False,True,False,success
399800,PREORDER,익명의 서포터 9717,u_f77f80c74a0b,https://demo-static.example.invalid/assets/icon/profile-icon-2.png,2026-04-05 10:02:30,34348,False,,,False,False,True,False,success
399800,PREORDER,익명의 서포터 7505,u_42796525475c,https://demo-static.example.invalid/assets/icon/profile-icon-3.png,2026-04-08 10:10:43,35062,False,,,True,True,True,False,success
399800,PREORDER,익명의 서포터 4136,u_27993d9721c6,https://demo-static.example.invalid/assets/icon/profile-icon-2.png,2026-03-30 02:14:03,45766,False,,,False,True,False,False,success
399800,PREORDER,익명의 서포터 3799,u_fc2f47ff8fdc,https://demo-static.example.invalid/assets/icon/profile-icon-3.png,2026-03-30 11:27:30,55477,False,,,False,False,True,False,success
399800,PREORDER,익명의 서포터 2944,u_1c56e4d059a1,https://demo-static.example.invalid/assets/icon/profile-icon-2.png,2026-04-15 07:01:30,129440,False,,,False,True,True,False,success
399800,PREORDER,익명의 서포터 7956,u_eee1dfb1d375,https://demo-static.example.invalid/assets/icon/profile-icon-1.png,2026-04-06 22:25:51,51623,False,,,False,False,True,False,success
399800,PREORDER,익명의 서포터 1084,u_e996d9de6bf9,https://demo-static.example.invalid/assets/icon/profile-icon-5.png,2026-04-04 15:33:26,46094,False,,,False,False,True,False,success
399800,PREORDER,익명의 서포터 5489,u_df21921b5d2d,https://demo-static.example.invalid/assets/icon/profile-icon-4.png,2026-04-12 19:53:10,33883,False,,,False,True,True,False,success
399800,PREORDER,익명의 서포터 1506,u_0795b7362575,https://demo-static.example.invalid/assets/icon/profile-icon-1.png,2026-03-30 13:28:09,57592,False,,,False,False,True,False,success
399800,PREORDER,익명의 서포터 5096,u_ba6c058d7611,https://demo-static.example.invalid/assets/icon/profile-icon-2.png,2026-04-08 00:43:40,61848,False,,,False,False,True,False,success
399800,PREORDER,익명의 서포터 1851,u_b16460288b28,https://demo-static.example.invalid/assets/icon/profile-icon-4.png,2026-04-12 18:50:04,57231,False,,,False,False,True,True,success
399800,PREORDER,익명의 서포터 2420,u_ba0751513389,https://demo-static.example.invalid/assets/icon/profile-icon-5.png,2026-04-05 04:28:44,30457,False,,,False,False,True,False,success
399800,PREORDER,익명의 서포터 140,u_dd0f399ccd90,https://demo-static.example.invalid/assets/icon/profile-icon-1.png,2026-04-06 09:54:12,45891,False,,,False,False,True,False,success
399800,PREORDER,익명의 서포터 9423,u_18fffd9cc56e,https://demo-static.example.invalid/assets/icon/profile-icon-5.png,2026-03-30 20:35:55,52060,False,,,False,False,True,True,success
399800,PREORDER,익명의 서포터 8075,u_f100093fd069,https://demo-static.example.invalid/assets/icon/profile-icon-5.png,2026-04-08 11:47:52,83889,False,,,False,False,False,False,success
399800,PREORDER,익명의 서포터 1862,u_6c9f9b9bfcdd,https://demo-static.example.invalid/assets/icon/profile-icon-4.png,2026-04-16 06:47:01,49784,False,,,False,False,True,False,success
399800,PREORDER,익명의 서포터 6960,u_2f815a555c42,https://demo-static.example.invalid/assets/icon/profile-icon-3.png,2026-04-11 08:08:30,53905,False,,,False,False,True,False,success
399800,PREORDER,익명의 서포터 9160,u_49ed8f2f0db7,https://demo-static.example.invalid/assets/icon/profile-icon-3.png,2026-04-13 10:20:07,39004,False,,,False,False,True,True,success
399800,PREORDER,익명의 서포터 7530,u_3447a83803f7,https://demo-static.example.invalid/assets/icon/profile-icon-3.png,2026-03-28 10:52:17,75913,False,,,False,False,True,False,success
399800,PREORDER,익명의 서포터 921,u_6fc5ffa360a5,https://demo-static.example.invalid/assets/icon/profile-icon-1.png,2026-04-03 06:04:36,39067,False,,,False,False,True,True,success
399800,PREORDER,익명의 서포터 1986,u_20ed48189e82,https://demo-static.example.invalid/assets/icon/profile-icon-3.png,2026-04-01 23:18:29,104076,False,,,False,False,True,False,success
399800,PREORDER,익명의 서포터 190,u_a6e04022eee2,https://demo-static.example.invalid/assets/icon/profile-icon-3.png,2026-04-15 18:01:48,72403,False,,,False,True,True,False,success
399800,PREORDER,익명의 서포터 7114,u_fdf45aa2bab1,https://demo-static.example.invalid/assets/icon/profile-icon-2.png,2026-03-29 05:25:12,42411,False,,,False,False,True,False,success
399800,PREORDER,익명의 서포터 3556,u_ebac98b0e97a,https://demo-static.example.invalid/assets/icon/profile-icon-1.png,2026-04-15 11:36:18,63594,False,,,False,False,False,False,success
399800,PREORDER,익명의 서포터 1945,u_87b8e7f187e2,https://demo-static.example.invalid/assets/icon/profile-icon-3.png,2026-04-03 02:23:44,37202,False,,,True,False,True,False,success
399800,PREORDER,익명의 서포터 547,u_b9de1f59f2fc,https://demo-static.example.invalid/assets/icon/profile-icon-3.png,2026-04-04 11:01:32,50771,False,,,False,False,True,False,success
399800,PREORDER,익명의 서포터 5190,u_939d68a9e425,https://demo-static.example.invalid/assets/icon/profile-icon-1.png,2026-04-06 05:59:38,27760,False,,,False,False,True,False,success
399800,PREORDER,익명의 서포터 6999,u_c0afe0e703e4,https://demo-static.example.invalid/assets/icon/profile-icon-5.png,2026-04-07 11:27:18,35495,False,,,False,False,True,False,success
399800,PREORDER,익명의 서포터 5320,u_a800bafa6cae,https://demo-static.example.invalid/assets/icon/profile-icon-5.png,2026-04-06 10:14:50,30192,False,,,False,True,True,True,success
399800,PREORDER,익명의 서포터 1229,u_aea24c19800c,https://demo-static.example.invalid/assets/icon/profile-icon-3.png,2026-03-29 01:49:33,35458,False,,,False,False,True,False,success
399800,PREORDER,익명의 서포터 921,u_4c28931acabb,https://demo-static.example.invalid/assets/icon/profile-icon-2.png,2026-04-08 12:49:37,24322,False,,,False,False,True,False,success
399800,PREORDER,익명의 서포터 8204,u_c88e7d23d842,https://demo-static.example.invalid/assets/icon/profile-icon-3.png,2026-04-02 01:32:46,94264,False,,,False,False,True,False,success
399800,PREORDER,익명의 서포터 7781,u_74fe9cbd3b25,https://demo-static.example.invalid/assets/icon/profile-icon-1.png,2026-04-12 04:39:05,32877,False,,,False,False,True,True,success
399800,PREORDER,익명의 서포터 4908,u_3148c10d3e61,https://demo-static.example.invalid/assets/icon/profile-icon-2.png,2026-03-28 20:34:48,33201,False,,,False,False,False,False,success
399800,PREORDER,익명의 서포터 8268,u_1dc149be901c,https://demo-static.example.invalid/assets/icon/profile-icon-3.png,2026-04-07 14:46:00,28637,False,,,True,False,True,False,success
399800,PREORDER,익명의 서포터 689,u_04627823c529,https://demo-static.example.invalid/assets/icon/profile-icon-5.png,2026-04-02 02:55:19,56989,False,,,False,False,True,False,success
399800,PREORDER,익명의 서포터 2690,u_15ea42a8d5e0,https://demo-static.example.invalid/assets/icon/profile-icon-1.png,2026-03-31 19:00:48,92389,False,,,True,False,False,True,success
399800,PREORDER,익명의 서포터 7967,u_23b3bc5ea1d7,https://demo-static.example.invalid/assets/icon/profile-icon-3.png,2026-04-01 18:07:13,77757,False,,,True,False,True,False,success
399800,PREORDER,익명의 서포터 3051,u_2519a807f27c,https://demo-static.example.invalid/assets/icon/profile-icon-3.png,2026-04-11 22:15:19,75884,False,,,True,False,True,False,success
399800,PREORDER,익명의 서포터 2879,u_799259773fa4,https://demo-static.example.invalid/assets/icon/profile-icon-5.png,2026-04-11 15:16:30,44511,False,,,False,False,False,False,success
399800,PREORDER,익명의 서포터 1999,u_42e61dae260d,https://demo-static.example.invalid/assets/icon/profile-icon-4.png,2026-04-04 18:03:16,63757,False,,,False,False,True,False,success
399800,PREORDER,익명의 서포터 2274,u_4fb8610ea5e4,https://demo-static.example.invalid/assets/icon/profile-icon-5.png,2026-04-11 10:24:54,99983,False,,,False,False,True,False,success
399800,PREORDER,익명의 서포터 7504,u_8921c8d7e6ff,https://demo-static.example.invalid/assets/icon/profile-icon-1.png,2026-03-28 05:36:14,43000,False,,,True,False,True,False,success
399800,PREORDER,익명의 서포터 1147,u_72bfdd138c39,https://demo-static.example.invalid/assets/icon/profile-icon-5.png,2026-03-28 06:18:06,129903,False,,,False,False,True,False,success
399800,PREORDER,익명의 서포터 3342,u_db0c1f56bb87,https://demo-static.example.invalid/assets/icon/profile-icon-3.png,2026-04-05 22:53:34,43354,False,,,False,False,True,False,success
399800,PREORDER,익명의 서포터 1903,u_fbe9b7cca930,https://demo-static.example.invalid/assets/icon/profile-icon-1.png,2026-04-15 16:38:06,46884,False,,,False,False,True,False,success
399800,PREORDER,익명의 서포터 9423,u_18fffd9cc56e,https://demo-static.example.invalid/assets/icon/profile-icon-5.png,2026-04-04 20:09:14,69328,False,,,False,False,True,True,success
399800,PREORDER,익명의 서포터 1784,u_335e9a4a4d57,https://demo-static.example.invalid/assets/icon/profile-icon-3.png,2026-04-15 08:43:03,30296,False,,,False,False,True,False,success
399800,PREORDER,익명의 서포터 9912,u_13e391fc6a16,https://demo-static.example.invalid/assets/icon/profile-icon-2.png,2026-04-10 04:05:02,47441,False,,,False,False,True,False,success
399800,PREORDER,익명의 서포터 535,u_131e9bd7ec90,https://demo-static.example.invalid/assets/icon/profile-icon-1.png,2026-04-12 15:31:30,64820,False,,,False,False,True,False,success
